titulo;tamanho;links;categorias;;;;;;;;;;;
;;;;Arquivos Jedi;2740;34;2;;;;;;;
;;;;Maridun;2744;23;2;;;;;;;
;;;;L'ulo L'ampar;2745;53;5;;;;;;;
;;;;Droide astromecânico série R3;2750;25;3;;;;;;;
;;;;Guerras Clônicas Capítulo 13;2754;29;1;;;;;;;
;;;;Star Wars: A Trilogia de Thrawn;2756;50;2;;;;;;;
;;;;Malevolência;2763;30;4;;;;;;;
;;;;Onderoniano;2766;27;0;;;;;;;
;;;;Imperialis;2770;40;4;;;;;;;
;;;;Ataque em Mahranee;2773;43;1;;;;;;;
;;;;Era da Alta República;2778;23;1;;;;;;;
;;;;1989;2787;55;1;;;;;;;
;;;;Haze;2789;45;4;;;;;;;
;;;;Complexo de mercenários Nikto;2797;13;1;;;;;;;
;;;;Proclamação da Nova Ordem;2799;37;2;;;;;;;
;;;;Brand;2799;26;3;;;;;;;
;;;;Iktotchi;2799;26;1;;;;;;;
;;;;Tarkin's Will (classe Imperial);2803;27;1;;;;;;;
;;;;Darth Bane;2810;25;3;;;;;;;
;;;;Kelly Marie Tran;2815;19;2;;;;;;;
;;;;Snowtrooper;2821;15;1;;;;;;;
;;;;5 ABY;2828;41;1;;;;;;;
;;;;Vaporizador de umidade;2831;41;2;;;;;;;
;;;;Electrum;2833;29;2;;;;;;;
;;;;Star Wars: Darth Maul_ Parte II;2839;45;0;;;;;;;
;;;;Emboscada do Setor Metatessu;2843;35;1;;;;;;;
;;;;VAPw A6 Juggernaut;2844;20;1;;;;;;;
;;;;Ataque a Base secreta de Cylo;2844;32;0;;;;;;;
;;;;Gerador de escudo planetário SLD-26;2847;22;2;;;;;;;
;;;;C'ai Threnalli;2849;30;3;;;;;;;
;;;;Jun Sato;2852;19;3;;;;;;;
;;;;Bistan;2854;24;3;;;;;;;
;;;;Príncipe;2857;39;1;;;;;;;
;;;;Estaleiros de Propulsores de Kuat;2859;32;1;;;;;;;
;;;;Biggs Darklighter;2862;40;6;;;;;;;
;;;;Ord Mantell;2865;41;1;;;;;;;
;;;;Gamemaster;2868;31;2;;;;;;;
;;;;Star Wars: TIE Fighter;2871;19;3;;;;;;;
;;;;Cargueiro Orbital U-55;2873;24;1;;;;;;;
;;;;Jav Mefran;2879;49;5;;;;;;;
;;;;Híbrido;2879;29;2;;;;;;;
;;;;CC-10/994;2890;54;1;;;;;;;
;;;;Guerras Clônicas Capítulo 11;2893;33;1;;;;;;;
;;;;Deslizador 614-Ava;2894;15;0;;;;;;;
;;;;Raxus;2905;25;3;;;;;;;
;;;;Blaster leve de repetição SE-14r;2912;33;2;;;;;;;
;;;;Property of Ezra Bridger;2912;35;3;;;;;;;
;;;;Conselho Jedi Minas Gerais;2914;19;2;;;;;;;
;;;;1995;2915;54;1;;;;;;;
;;;;Universo Star Wars;2916;56;3;;;;;;;
;;;;Cal Kestis;2919;28;4;;;;;;;
;;;;Star Wars 7 (Ediouro);2922;33;1;;;;;;;
;;;;Star by Star;2922;30;1;;;;;;;
;;;;Comandante Stormtrooper;2930;37;1;;;;;;;
;;;;Star Wars 10 (Ediouro);2931;26;1;;;;;;;
;;;;Saak'ak;2931;39;1;;;;;;;
;;;;Guerras Clônicas Capítulo 15;2933;39;1;;;;;;;
;;;;Stygeon Prime;2933;36;3;;;;;;;
;;;;Galeria de imagens de Kyle Katarn;2935;34;1;;;;;;;
;;;;Tarkintown;2936;26;2;;;;;;;
;;;;Indústrias Autômato;2936;31;2;;;;;;;
;;;;Nova Ordem;2937;33;1;;;;;;;
;;;;Order 66: A Republic Commando Novel;2941;21;1;;;;;;;
;;;;Gamorreano;2941;56;2;;;;;;;
;;;;Karen Traviss;2943;32;2;;;;;;;
;;;;Tognath;2946;34;0;;;;;;;
;;;;Império Despedaçado_ Parte I;2949;74;1;;;;;;;
;;;;Rodia;2951;30;2;;;;;;;
;;;;Beak;2955;36;2;;;;;;;
;;;;Star Wars: The Old Republic: Rise of the Hutt Cartel;2957;28;2;;;;;;;
;;;;Couraçado Estelar classe Mega;2960;22;1;;;;;;;
;;;;Conflito em Llanic;2967;37;1;;;;;;;
;;;;San Hill;2969;46;4;;;;;;;
;;;;1996;2970;59;1;;;;;;;
;;;;Academia Imperial de Mandalore;2972;21;0;;;;;;;
;;;;Pistola blaster pesada DL-44;2980;32;1;;;;;;;
;;;;Guerras Clônicas Capítulo 19;2981;23;1;;;;;;;
;;;;Lott Dod;2981;24;3;;;;;;;
;;;;Micha Evon;2982;40;3;;;;;;;
;;;;Ataque no aeródromo de Lothal;2982;43;0;;;;;;;
;;;;Celebration;2986;42;1;;;;;;;
;;;;BT-1;2986;49;1;;;;;;;
;;;;Antoc Merrick;2986;39;5;;;;;;;
;;;;Caverna de Mudhorn;2989;22;1;;;;;;;
;;;;Nar Shaddaa;3002;37;0;;;;;;;
;;;;Jedi de Luke Skywalker;3004;40;1;;;;;;;
;;;;Rush Clovis;3006;32;5;;;;;;;
;;;;Galaxy Guide 2: Yavin and Bespin (Primeira Edição);3008;38;1;;;;;;;
;;;;Droide médico MD-15C;3008;33;1;;;;;;;
;;;;Roubo dos planos da Estrela da Morte;3010;52;1;;;;;;;
;;;;Star Wars: Rey's Survival Guide;3013;11;1;;;;;;;
;;;;Rifle desregulador de íon T-7;3015;33;1;;;;;;;
;;;;Armadura de trooper da morte;3016;29;3;;;;;;;
;;;;Moden Canady;3018;34;5;;;;;;;
;;;;Star Wars: União 2;3043;55;1;;;;;;;
;;;;Grakkus;3045;42;2;;;;;;;
;;;;Duel of the Fates;3051;45;1;;;;;;;
;;;;Terceira Batalha de Mygeeto;3051;71;1;;;;;;;
;;;;Legislador (classe Imperial);3051;28;2;;;;;;;
;;;;Pong Krell;3056;52;4;;;;;;;
;;;;Piloto de Combate Imperial;3058;26;1;;;;;;;
;;;;Corellia;3060;46;2;;;;;;;
;;;;Darth Vader (2020) 2;3062;44;0;;;;;;;
;;;;Espaço Hutt;3064;46;1;;;;;;;
;;;;Morte;3066;44;2;;;;;;;
;;;;Mãe (título);3066;38;1;;;;;;;
;;;;Jennifer Hale;3068;24;1;;;;;;;
;;;;Bollie Prindel;3070;38;4;;;;;;;
;;;;Star Wars 7: Dos Diários do Velho Ben Kenobi: O Último de Sua Estripe;3070;39;1;;;;;;;
;;;;Jabba o Hutt: Traição;3076;56;1;;;;;;;
;;;;Ano padrão;3076;34;3;;;;;;;
;;;;Darth Vader 5: Vader_ Parte V;3078;42;0;;;;;;;
;;;;Gar Saxon;3080;47;7;;;;;;;
;;;;Relâmpago da Força;3086;33;1;;;;;;;
;;;;Eli Vanto;3086;45;4;;;;;;;
;;;;LEGO Star Wars: The Han Solo Affair;3093;45;1;;;;;;;
;;;;Panini Comics;3093;32;1;;;;;;;
;;;;Blaster de repetição;3093;34;1;;;;;;;
;;;;Dressing a Galaxy: The Costumes of Star Wars;3098;44;1;;;;;;;
;;;;Bunkerbuster classe Free Vigillia;3098;23;0;;;;;;;
;;;;James Luceno;3100;35;3;;;;;;;
;;;;Droide médico IT-S00.2;3103;35;1;;;;;;;
;;;;Ataque do Fantasma à um Comboio Imperial;3106;34;1;;;;;;;
;;;;Paige Tico;3107;40;2;;;;;;;
;;;;Mundo entre mundos;3114;20;2;;;;;;;
;;;;Lyra Erso;3115;34;2;;;;;;;
;;;;Rathtar;3115;30;2;;;;;;;
;;;;Star Wars: Boba Fett — Boba Fett Está Morto;3116;30;1;;;;;;;
;;;;Vingança;3120;43;0;;;;;;;
;;;;Styles;3123;59;1;;;;;;;
;;;;James Earl Jones;3124;35;2;;;;;;;
;;;;Duelo entre Luke e Boba Fett;3124;29;0;;;;;;;
;;;;Trooper da Neve;3124;34;1;;;;;;;
;;;;Cerco de Tarkin à Obroa-skai;3132;37;1;;;;;;;
;;;;Interceptador leve Eta-2 classe Actis;3133;30;2;;;;;;;
;;;;Kaller;3134;55;4;;;;;;;
;;;;Star Wars: Blood Ties: Boba Fett Está Morto;3136;37;2;;;;;;;
;;;;Star Wars: Darth Vader (Marvel);3137;34;1;;;;;;;
;;;;1999;3138;68;1;;;;;;;
;;;;Anodyne (Nebulon-C);3143;29;1;;;;;;;
;;;;Eadu;3146;27;2;;;;;;;
;;;;Festival dos Ancestrais;3146;22;1;;;;;;;
;;;;Sistema Ileenium;3148;42;1;;;;;;;
;;;;Guilda dos Mineradores;3148;29;1;;;;;;;
;;;;Corpo Stormtrooper (Primeira Ordem);3152;55;1;;;;;;;
;;;;Guerras Clônicas Capítulo 6;3154;40;1;;;;;;;
;;;;Canto Bight;3157;33;2;;;;;;;
;;;;Ruescott Melshi;3160;43;7;;;;;;;
;;;;Comics Star Wars 3;3165;35;0;;;;;;;
;;;;Star Wars: A Rebelião;3168;16;1;;;;;;;
;;;;Vice-rei;3168;29;2;;;;;;;
;;;;Ralph McQuarrie;3171;27;2;;;;;;;
;;;;The Stranger;3174;21;2;;;;;;;
;;;;Transporte Imperial de Tropas;3177;26;1;;;;;;;
;;;;Aiolin Astarte;3183;37;3;;;;;;;
;;;;A280-CFE;3185;20;2;;;;;;;
;;;;Tai-Lin Garr;3189;38;4;;;;;;;
;;;;Darth Vader 1: Vader;3190;69;1;;;;;;;
;;;;Frota de Defesa da Nova República;3190;38;1;;;;;;;
;;;;Kuat;3195;38;2;;;;;;;
;;;;Comando de Caças Estelares da Aliança;3199;45;1;;;;;;;
;;;;Wedge Antilles;3200;49;3;;;;;;;
;;;;Kaydel Ko Connix;3205;41;2;;;;;;;
;;;;Bossk;3212;43;3;;;;;;;
;;;;Troy Denning;3213;44;3;;;;;;;
;;;;Forças Especiais da Aliança;3216;40;2;;;;;;;
;;;;Star Wars Episódio I: A Ameaça Fantasma (quadrinhos);3219;37;1;;;;;;;
;;;;Starhopper HH-87;3219;8;1;;;;;;;
;;;;Reunião de Cúpula da Aliança em Zastiga;3220;42;1;;;;;;;
;;;;Morit Astarte;3220;37;0;;;;;;;
;;;;Ataque ao cargueiro pesado;3227;40;1;;;;;;;
;;;;Star Wars: The Wrath of Darth Maul;3230;31;1;;;;;;;
;;;;Corpo de Caças Estelares;3230;52;1;;;;;;;
;;;;Star Wars 4 (Ediouro);3233;37;1;;;;;;;
;;;;Iden Versio;3235;50;7;;;;;;;
;;;;Esquadrão Fênix;3237;27;1;;;;;;;
;;;;Delian Mors;3238;34;3;;;;;;;
;;;;Droide de protocolo série LOM;3241;33;2;;;;;;;
;;;;Mina de Especiarias K-76;3242;33;1;;;;;;;
;;;;Crash Course;3242;20;2;;;;;;;
;;;;Dooku: Jedi Lost (script);3244;21;1;;;;;;;
;;;;Blurrg;3244;36;3;;;;;;;
;;;;Tuanul;3247;48;2;;;;;;;
;;;;Star Wars: The Last Jedi: The Visual Dictionary;3254;13;1;;;;;;;
;;;;Editora Aleph;3262;61;1;;;;;;;
;;;;Nave de desembarque C-9979;3266;14;3;;;;;;;
;;;;The Happabore Hazard;3272;16;1;;;;;;;
;;;;Guerras Clônicas Capítulo 7;3273;34;1;;;;;;;
;;;;Ataque da célula de Teller ao comboio imperial;3274;51;1;;;;;;;
;;;;The Levers of Power;3278;81;1;;;;;;;
;;;;1 de Janeiro;3279;60;2;;;;;;;
;;;;Unkar Plutt;3282;40;4;;;;;;;
;;;;Mark Hamill;3283;32;6;;;;;;;
;;;;Guerras Clônicas Capítulo 10;3288;37;1;;;;;;;
;;;;Aliança Corporativa;3288;33;3;;;;;;;
;;;;Qi'ra;3294;21;3;;;;;;;
;;;;Caça classe Kom'rk;3296;26;3;;;;;;;
;;;;Felucia;3296;21;1;;;;;;;
;;;;Beasts of Echo Base;3304;23;2;;;;;;;
;;;;1982;3305;57;1;;;;;;;
;;;;Vrogas Vas;3305;46;1;;;;;;;
;;;;The Padawan Path;3311;30;2;;;;;;;
;;;;Ewok Escape;3315;19;2;;;;;;;
;;;;Ecumenópole;3317;48;3;;;;;;;
;;;;Contrabandista;3319;36;2;;;;;;;
;;;;Denetrius Vidian;3320;42;4;;;;;;;
;;;;Trilogia Prequela;3326;34;2;;;;;;;
;;;;Vober Dand;3326;40;3;;;;;;;
;;;;Savage Opress;3326;39;7;;;;;;;
;;;;Star Wars Storyteller;3327;15;1;;;;;;;
;;;;MagnaGuarda IG-100;3327;41;2;;;;;;;
;;;;Star Wars Rebels: Segunda Temporada;3336;69;0;;;;;;;
;;;;Return (trailer cinematográfico);3339;39;2;;;;;;;
;;;;Yos Kolina;3342;37;5;;;;;;;
;;;;Jon Vander;3343;42;3;;;;;;;
;;;;Tanque de Assalto Blindado;3354;29;3;;;;;;;
;;;;Droide de interrogatório;3357;35;1;;;;;;;
;;;;Star Wars Battlefront;3359;20;2;;;;;;;
;;;;Republic Commando: Hard Contact;3364;27;1;;;;;;;
;;;;Cruzador Estelar MC85;3365;35;3;;;;;;;
;;;;Entanglement;3368;40;3;;;;;;;
;;;;Comics Star Wars 2;3372;37;0;;;;;;;
;;;;Galen Walton Erso;3372;38;3;;;;;;;
;;;;Star Wars Episódio I: A Ameaça Fantasma (encadernado);3373;37;2;;;;;;;
;;;;Star Wars: Empire at War;3379;64;3;;;;;;;
;;;;Jeremy Bulloch;3379;43;1;;;;;;;
;;;;Star Wars: Obsessão 1;3382;58;1;;;;;;;
;;;;Dianoga;3382;48;2;;;;;;;
;;;;Cobalto Martelo (Fortaleza Estelar);3388;25;0;;;;;;;
;;;;Esquadrão Negro (Resistência);3392;54;2;;;;;;;
;;;;Alecia Beck;3393;38;2;;;;;;;
;;;;Convor;3394;29;2;;;;;;;
;;;;Star Wars 8 (Ediouro);3400;37;1;;;;;;;
;;;;Tobias Beckett;3405;26;3;;;;;;;
;;;;Darth Vader 7: Sombras e Segredos_ Parte I;3409;43;0;;;;;;;
;;;;Stormtrooper (Primeira Ordem);3415;29;2;;;;;;;
;;;;Iridoniano;3418;26;0;;;;;;;
;;;;Marvel Star Wars 4: Em Luta Contra Darth Vader;3420;61;1;;;;;;;
;;;;Canalhas;3423;36;1;;;;;;;
;;;;Vigília (classe Vakbeor);3430;28;0;;;;;;;
;;;;Atmosfera;3435;45;2;;;;;;;
;;;;Líder Dourado;3440;34;1;;;;;;;
;;;;Diretor;3441;48;0;;;;;;;
;;;;Scarif;3442;29;2;;;;;;;
;;;;Infinitos;3446;63;1;;;;;;;
;;;;Lan Barell (artigo);3449;60;1;;;;;;;
;;;;Super droide de batalha B2;3449;24;1;;;;;;;
;;;;The Imposter Inside;3450;24;2;;;;;;;
;;;;Star Wars 5: Skywalker Ataca_ Parte V;3454;51;1;;;;;;;
;;;;Marvel Star Wars 2: Seis Contra a Galáxia;3456;69;1;;;;;;;
;;;;LEGO Star Wars III: The Clone Wars;3458;40;3;;;;;;;
;;;;Cantonica;3464;59;1;;;;;;;
;;;;Chirrut Îmwe;3465;36;5;;;;;;;
;;;;Star Wars: The Rise of Kylo Ren;3469;31;0;;;;;;;
;;;;Cânon;3470;11;3;;;;;;;
;;;;Esquadrão Cobalto (Resistência);3470;27;1;;;;;;;
;;;;Caverna do mal;3474;41;2;;;;;;;
;;;;1998;3477;75;1;;;;;;;
;;;;Ugnaught;3481;33;0;;;;;;;
;;;;Lua;3482;30;2;;;;;;;
;;;;Droideka;3490;30;1;;;;;;;
;;;;Kiffu;3500;36;1;;;;;;;
;;;;Transporte Imperial 651;3503;32;0;;;;;;;
;;;;Ataque à Estação Galidraan;3515;48;1;;;;;;;
;;;;Caça estelar Delta-7;3517;27;1;;;;;;;
;;;;Protetor Journeyman;3523;38;3;;;;;;;
;;;;Cruzador de batalha classe Ressurgente;3524;31;1;;;;;;;
;;;;Bounty of Trouble;3524;26;2;;;;;;;
;;;;Missão a Rugosa;3525;46;1;;;;;;;
;;;;Canhão laser KX9;3527;49;2;;;;;;;
;;;;Cadete Imperial;3527;40;0;;;;;;;
;;;;Contingência;3528;57;0;;;;;;;
;;;;Chip inibidor;3531;30;1;;;;;;;
;;;;Poe Dameron 1: Black Squadron_ Parte I;3535;65;1;;;;;;;
;;;;Paodok'Draba'Takat;3547;32;5;;;;;;;
;;;;Star Wars 12: Confronto na Lua dos Contrabandistas_ Parte V;3553;49;1;;;;;;;
;;;;Missão a Ovanis;3559;42;1;;;;;;;
;;;;Poe Dameron 5_ Lockdown_ Parte II;3571;51;0;;;;;;;
;;;;Florrum;3573;40;2;;;;;;;
;;;;Iate;3575;47;1;;;;;;;
;;;;Humanoide;3576;32;3;;;;;;;
;;;;Jelucan;3577;35;3;;;;;;;
;;;;Poe Dameron 4_ Lockdown_ Parte I;3578;55;0;;;;;;;
;;;;Angry Birds Star Wars;3581;23;0;;;;;;;
;;;;Darth Vader (2020) 1;3581;59;0;;;;;;;
;;;;Darth Bane: Dynasty of Evil;3583;37;1;;;;;;;
;;;;John Cygan;3583;57;8;;;;;;;
;;;;Marvel Star Wars 1;3584;68;1;;;;;;;
;;;;Peter Wilton Cushing;3584;21;1;;;;;;;
;;;;Risha Synata;3587;34;3;;;;;;;
;;;;Star Wars 11: Confronto na Lua dos Contrabandistas_ Parte IV;3591;50;1;;;;;;;
;;;;Ataque à Base Sentinela;3602;39;1;;;;;;;
;;;;Kenny Baker;3603;40;1;;;;;;;
;;;;The Starfighter Stunt;3609;24;2;;;;;;;
;;;;Comics Star Wars 4;3622;47;0;;;;;;;
;;;;Bespin;3623;56;2;;;;;;;
;;;;CT-4040;3623;40;1;;;;;;;
;;;;Krrsantan;3637;52;3;;;;;;;
;;;;Exegol;3637;42;4;;;;;;;
;;;;Benthic;3638;33;1;;;;;;;
;;;;Orla Interior;3639;64;1;;;;;;;
;;;;Ahmed Best;3641;28;6;;;;;;;
;;;;Rover (Starhopper);3644;22;1;;;;;;;
;;;;Ninka;3650;44;2;;;;;;;
;;;;Teach You_ I Will;3652;25;2;;;;;;;
;;;;Comics Star Wars 1;3653;39;1;;;;;;;
;;;;Caça Protetorado;3655;32;2;;;;;;;
;;;;Posto Avançado de Niima;3657;49;1;;;;;;;
;;;;Star Wars: Republic Commando;3660;30;3;;;;;;;
;;;;Hosnian Prime;3660;43;3;;;;;;;
;;;;Eopie;3662;36;1;;;;;;;
;;;;Caça de superioridade espacial TIE/po;3663;30;3;;;;;;;
;;;;Battlefront Brasil;3669;13;2;;;;;;;
;;;;Star Wars 6: Skywalker Ataca_ Parte VI;3670;49;1;;;;;;;
;;;;Couraçado Estelar;3671;54;1;;;;;;;
;;;;Fuzileiro Naval Rebelde;3673;31;1;;;;;;;
;;;;Vanqor;3680;38;3;;;;;;;
;;;;Sistema Hosnian;3690;50;2;;;;;;;
;;;;Chadra-Fan;3691;68;3;;;;;;;
;;;;Fragata de escolta Nebulon-C;3691;31;3;;;;;;;
;;;;República Galáctica;3692;45;0;;;;;;;
;;;;Batalha de Mardona III;3692;32;1;;;;;;;
;;;;Frota da Nova República;3692;41;0;;;;;;;
;;;;Técnico da Resistência;3692;65;2;;;;;;;
;;;;Ataque a Cymoon 1;3696;40;1;;;;;;;
;;;;Star Wars: Darth Vader (2020);3700;24;1;;;;;;;
;;;;Leland Chee;3717;23;1;;;;;;;
;;;;Darth Vader 8: Sombras e Segredos_ Parte II;3718;46;0;;;;;;;
;;;;Nave Capitânia de Anakin Skywalker;3721;36;2;;;;;;;
;;;;Zaifo-Vias;3724;43;4;;;;;;;
;;;;Astromecânico R4;3728;26;2;;;;;;;
;;;;Star Wars: Darth Maul_ Parte I;3728;64;1;;;;;;;
;;;;Couraçado de Sítio classe Mandator IV;3730;17;0;;;;;;;
;;;;Anos 1950;3744;148;1;;;;;;;
;;;;Comandante do tanque de assalto e combate Imperial;3764;27;1;;;;;;;
;;;;Empire of Dreams;3765;63;1;;;;;;;
;;;;Myles Grint;3767;51;3;;;;;;;
;;;;Dilacerador;3769;38;2;;;;;;;
;;;;Chefe de Estado (CSI);3771;35;2;;;;;;;
;;;;Captura de Perwin Gedde;3779;45;1;;;;;;;
;;;;W. Haden Blackman;3781;59;6;;;;;;;
;;;;Poe Dameron 2: Black Squadron_ Parte II;3788;64;1;;;;;;;
;;;;Irvin Kershner;3789;30;1;;;;;;;
;;;;The Clone Wars: The Dreams of General Grievous;3793;35;1;;;;;;;
;;;;Cidade de Jedha;3794;32;2;;;;;;;
;;;;Star Wars: Rebel Assault II: The Hidden Empire;3795;63;3;;;;;;;
;;;;Dathomiriano;3799;39;0;;;;;;;
;;;;1997;3800;49;1;;;;;;;
;;;;Arco-luz de Chirrut;3808;38;2;;;;;;;
;;;;Nova;3813;64;1;;;;;;;
;;;;Davits Draven;3817;32;2;;;;;;;
;;;;Wat Tambor;3818;42;5;;;;;;;
;;;;Sana Starros;3819;55;2;;;;;;;
;;;;Profundidade;3823;41;3;;;;;;;
;;;;Lah'mu;3824;36;1;;;;;;;
;;;;Driller MarDapp;3833;54;2;;;;;;;
;;;;Duelo em Mustafar;3839;57;1;;;;;;;
;;;;Temmin Wexley;3841;54;4;;;;;;;
;;;;Transporte de Tropas Imperial;3844;30;0;;;;;;;
;;;;Marinha da Primeira Ordem;3850;64;1;;;;;;;
;;;;Missão Secreta de Vader em Geonosis;3851;40;0;;;;;;;
;;;;Piloto;3863;31;2;;;;;;;
;;;;Policia Imperial;3863;20;0;;;;;;;
;;;;Batalha de Phindar;3871;51;1;;;;;;;
;;;;Fathier;3875;36;2;;;;;;;
;;;;ST 149;3876;36;2;;;;;;;
;;;;CC-3636;3877;26;1;;;;;;;
;;;;Zygerria;3881;37;3;;;;;;;
;;;;Partidários de Saw Guerrera;3883;47;1;;;;;;;
;;;;Trilogia Original;3898;42;2;;;;;;;
;;;;Darth Bane: Rule of Two;3905;34;1;;;;;;;
;;;;Rian Johnson;3910;19;2;;;;;;;
;;;;Raddus (nave);3920;48;3;;;;;;;
;;;;Star Wars 10: Confronto na Lua dos Contrabandistas_ Parte III;3924;57;1;;;;;;;
;;;;Finis Valorum;3925;36;5;;;;;;;
;;;;Star Wars: Dark Times 21: Fora da Escuridão_ Parte 4;3927;66;1;;;;;;;
;;;;Pico da Carniça;3932;46;5;;;;;;;
;;;;Accidental Allies;3935;26;2;;;;;;;
;;;;Star Wars 9: Confronto na Lua dos Contrabandistas_ Parte II;3939;57;1;;;;;;;
;;;;The Essential Chronology;3944;46;2;;;;;;;
;;;;Droide de comando série BX;3951;34;2;;;;;;;
;;;;Star Wars Adventure Journal 3;3954;41;1;;;;;;;
;;;;Guerras Clônicas Capítulo 5;3956;43;1;;;;;;;
;;;;Lançadeira de transporte classe Sheathipede;3981;27;5;;;;;;;
;;;;Caça estelar pesado TIE/rb;3987;18;2;;;;;;;
;;;;Manaan: Depths of History;3992;79;1;;;;;;;
;;;;Star Wars Legends 0: O Assassinato de Darth Vader;3998;52;2;;;;;;;
;;;;Cargueiro leve YT-2400;4003;44;4;;;;;;;
;;;;Ki-Adi-Mundi;4008;34;3;;;;;;;
;;;;1983;4011;80;1;;;;;;;
;;;;Star Wars 2: Skywalker Ataca_ Parte II;4013;56;1;;;;;;;
;;;;Utapau;4013;43;1;;;;;;;
;;;;BB-8;4014;46;3;;;;;;;
;;;;Lei de Desarmamento Militar;4021;31;1;;;;;;;
;;;;Tracker Trouble;4021;30;2;;;;;;;
;;;;Olho da Morte;4025;46;2;;;;;;;
;;;;Marvel Star Wars 3: A Estrela da Morte!;4035;77;1;;;;;;;
;;;;Dia do Império;4036;25;1;;;;;;;
;;;;Vandor-1;4038;27;6;;;;;;;
;;;;Atrocidade de Antar;4049;39;1;;;;;;;
;;;;Couraçado classe Providência;4059;22;2;;;;;;;
;;;;14 ABY;4060;80;1;;;;;;;
;;;;Art Attack;4068;48;3;;;;;;;
;;;;Droide de energia série GNK;4071;43;3;;;;;;;
;;;;Beru Whitesun Lars;4078;46;4;;;;;;;
;;;;Aaron Allston;4082;48;2;;;;;;;
;;;;Antes do Despertar;4085;54;2;;;;;;;
;;;;Clone TV - Star Wars Portuguese VideoCast;4086;15;1;;;;;;;
;;;;Batalha de Coyerti;4086;43;1;;;;;;;
;;;;Supremacia;4087;37;3;;;;;;;
;;;;Conde;4089;28;2;;;;;;;
;;;;Comandante;4094;41;1;;;;;;;
;;;;Children of the Jedi;4095;94;1;;;;;;;
;;;;Tanque de Assalto e combate;4098;23;0;;;;;;;
;;;;Star Wars 8: Confronto na Lua dos Contrabandistas_ Parte I;4117;45;1;;;;;;;
;;;;Frota Separatista;4118;29;2;;;;;;;
;;;;Lanai;4119;47;1;;;;;;;
;;;;Poe Dameron 3: Black Squadron_ Parte III;4120;63;1;;;;;;;
;;;;Palácio de Jabba;4122;42;1;;;;;;;
;;;;Estrangulamento da Força;4128;37;1;;;;;;;
;;;;Cidade de Lothal;4131;46;1;;;;;;;
;;;;Ian Abercrombie;4133;18;1;;;;;;;
;;;;Yavin 4;4134;51;1;;;;;;;
;;;;Republic Commando: Triple Zero;4139;32;1;;;;;;;
;;;;Cumberlayne Aresko;4142;52;3;;;;;;;
;;;;Cruzador Estelar MC80;4146;40;0;;;;;;;
;;;;Talz;4147;55;2;;;;;;;
;;;;Exército da Primeira Ordem;4147;72;1;;;;;;;
;;;;Caça de superioridade espacial TIE/vn;4147;28;2;;;;;;;
;;;;Irmãos da Noite;4148;60;2;;;;;;;
;;;;The Essential Guide to Warfare;4168;22;0;;;;;;;
;;;;Destróier;4171;74;1;;;;;;;
;;;;Caça estelar X-wing;4180;45;2;;;;;;;
;;;;Anexo:Lista de personagens de Star Wars;4186;104;1;;;;;;;
;;;;Blaster de Cassian Andor;4193;41;2;;;;;;;
;;;;Endor;4201;55;3;;;;;;;
;;;;3 DBY;4202;76;1;;;;;;;
;;;;Newest Recruit;4206;32;2;;;;;;;
;;;;Trooper de Reconhecimento;4207;47;1;;;;;;;
;;;;Anexo:Lista de livros de Star Wars;4215;41;1;;;;;;;
;;;;Bombardeiro TIE;4220;49;0;;;;;;;
;;;;Jedha;4231;55;4;;;;;;;
;;;;Cham Syndulla;4237;42;6;;;;;;;
;;;;Droide de Batalha Autopropulsionado de Geometria Variável_ Mark I;4239;36;3;;;;;;;
;;;;Caça estelar B-wing;4240;36;1;;;;;;;
;;;;Missão em Murkhana;4241;37;2;;;;;;;
;;;;An Imperial Feast;4245;26;2;;;;;;;
;;;;Star Wars 3: Skywalker Ataca_ Parte III;4247;69;1;;;;;;;
;;;;Tales of the Jedi: The Golden Age of the Sith;4248;70;1;;;;;;;
;;;;Forças Armadas da Primeira Ordem;4256;78;1;;;;;;;
;;;;Resgate de Hera Syndulla;4258;54;2;;;;;;;
;;;;Geonosiano;4268;43;3;;;;;;;
;;;;Expedição de Leia e Han na Nebula Monsua;4270;38;0;;;;;;;
;;;;Marvel Star Wars 5: Olhem_ as Luas de Yavin!;4278;72;1;;;;;;;
;;;;Chelli Lona Aphra;4284;60;3;;;;;;;
;;;;Shaak Ti;4285;42;4;;;;;;;
;;;;Batalha da Frotilha;4305;57;1;;;;;;;
;;;;Star Wars: The Roleplaying Game;4309;40;1;;;;;;;
;;;;Star Wars: The High Republic;4320;31;1;;;;;;;
;;;;Sebastian Shaw;4334;52;1;;;;;;;
;;;;Dopheld Mitaka;4338;66;4;;;;;;;
;;;;Exogorth;4341;39;2;;;;;;;
;;;;Darth Maul: Shadow Hunter;4345;31;1;;;;;;;
;;;;Crômio;4355;75;2;;;;;;;
;;;;Triplo Zero;4361;68;0;;;;;;;
;;;;Star Wars: União;4366;76;1;;;;;;;
;;;;Saw Gerrera;4369;60;4;;;;;;;
;;;;Star Wars: Rebel Assault;4383;63;1;;;;;;;
;;;;Corpo de Caças da Resistência;4393;75;1;;;;;;;
;;;;Irmãs da Noite;4460;43;3;;;;;;;
;;;;Droide de segurança série KX;4463;21;3;;;;;;;
;;;;Conselho Jedi;4474;31;1;;;;;;;
;;;;Darth Vader 6: Vader_ Parte VI;4482;42;0;;;;;;;
